family,gtdb_domain,ncbi_domain,database_presence,match_status,gtdb_genome_count,gtdb_species_count,ncbi_genome_count,ncbi_species_count,reason_filtered,sample_accessions
JAFGJU01,Bacteria,,GTDB_Only,No_Match,3,3,0,0,No verifiable NCBI taxonomy classification,"GCA_016928935.1, GCA_020349905.1, GCA_026388185.1"
E44-bin18,Bacteria,,GTDB_Only,No_Match,3,1,0,0,No verifiable NCBI taxonomy classification,"GCA_030671015.1, GCA_004376575.1, GCA_030590645.1"
SDRK01,Bacteria,,GTDB_Only,No_Match,3,1,0,0,No verifiable NCBI taxonomy classification,"GCA_938029505.1, GCA_905372465.1, GCA_007845205.1"
GCA-002787175,Bacteria,,GTDB_Only,No_Match,3,1,0,0,No verifiable NCBI taxonomy classification,"GCA_030689285.1, GCA_002787175.1, GCA_030699905.1"
WTBG01,Bacteria,,GTDB_Only,No_Match,3,2,0,0,No verifiable NCBI taxonomy classification,"GCA_030636565.1, GCA_938024025.1, GCA_013139225.1"
JAAYUG01,Bacteria,,GTDB_Only,No_Match,3,2,0,0,No verifiable NCBI taxonomy classification,"GCA_012517825.1, GCA_021812865.1, GCA_029571215.1"
JAKPMW01,Bacteria,,GTDB_Only,No_Match,3,1,0,0,No verifiable NCBI taxonomy classification,"GCA_031283155.1, GCA_029548715.1, GCA_029972835.1"
UBA4045,Bacteria,,GTDB_Only,No_Match,3,2,0,0,No verifiable NCBI taxonomy classification,"GCA_002383695.1, GCA_023441055.1, GCA_002383285.1"
B29-G15,Archaea,,GTDB_Only,No_Match,3,1,0,0,No verifiable NCBI taxonomy classification,"GCA_017610005.1, GCA_003650585.1, GCA_903915225.1"
JAGLPU01,Bacteria,,GTDB_Only,No_Match,3,1,0,0,No verifiable NCBI taxonomy classification,"GCA_023137175.1, GCA_030635055.1, GCA_030594935.1"
SAAU01,Bacteria,,GTDB_Only,No_Match,3,2,0,0,No verifiable NCBI taxonomy classification,"GCA_028706035.1, GCA_949296785.1, GCA_009929265.1"
PIYN01,Archaea,,GTDB_Only,No_Match,3,1,0,0,No verifiable NCBI taxonomy classification,"GCA_937888415.1, GCA_021161125.1, GCA_003601775.1"
GCA-002772825,Bacteria,,GTDB_Only,No_Match,3,1,0,0,No verifiable NCBI taxonomy classification,"GCA_024654625.1, GCA_024653605.1, GCA_002772825.1"
CAIYCZ01,Bacteria,,GTDB_Only,No_Match,3,2,0,0,No verifiable NCBI taxonomy classification,"GCA_903924805.1, GCA_026388855.1, GCA_026388865.1"
JAHJEM01,Archaea,,GTDB_Only,No_Match,3,2,0,0,No verifiable NCBI taxonomy classification,"GCA_018825425.1, GCA_020057445.1, GCA_016929855.1"
UBA8480,Archaea,,GTDB_Only,No_Match,3,1,0,0,No verifiable NCBI taxonomy classification,"GCA_013425325.1, GCA_001871495.1, GCA_013330065.1"
SKKL01,Bacteria,,GTDB_Only,No_Match,3,2,0,0,No verifiable NCBI taxonomy classification,"GCA_016649895.1, GCF_009650215.1, GCA_007121465.1"
UBA3531,Bacteria,,GTDB_Only,No_Match,3,1,0,0,No verifiable NCBI taxonomy classification,"GCA_913046065.1, GCA_002376885.1, GCA_002708165.1"
JASEFT01,Archaea,,GTDB_Only,No_Match,3,1,0,0,No verifiable NCBI taxonomy classification,"GCA_030019275.1, GCA_030017735.1, GCA_030018475.1"
SURF-5,Bacteria,,GTDB_Only,No_Match,3,3,0,0,No verifiable NCBI taxonomy classification,"GCA_016215705.1, GCA_003598085.1, GCA_003598055.1"
UBA2201,Bacteria,,GTDB_Only,No_Match,3,1,0,0,No verifiable NCBI taxonomy classification,"GCA_002424725.1, GCA_002402485.1, GCA_002327305.1"
JAHIQC01,Bacteria,,GTDB_Only,No_Match,3,1,0,0,No verifiable NCBI taxonomy classification,"GCA_022013855.1, GCA_030653635.1, GCA_018902765.1"
JAFCGN01,Archaea,,GTDB_Only,No_Match,3,1,0,0,No verifiable NCBI taxonomy classification,"GCA_017608045.1, GCA_017608835.1, GCA_017609105.1"
JABSQK01,Bacteria,,GTDB_Only,No_Match,3,2,0,0,No verifiable NCBI taxonomy classification,"GCA_022969115.1, GCA_022447755.1, GCA_013215875.1"
JAHJDP01,Bacteria,,GTDB_Only,No_Match,3,1,0,0,No verifiable NCBI taxonomy classification,"GCA_018822745.1, GCA_018831195.1, GCA_018825035.1"
JAAXGF01,Bacteria,,GTDB_Only,No_Match,3,3,0,0,No verifiable NCBI taxonomy classification,"GCA_022572945.1, GCA_012267605.1, GCA_022563655.1"
JAGMAB01,Bacteria,,GTDB_Only,No_Match,3,1,0,0,No verifiable NCBI taxonomy classification,"GCA_030629725.1, GCA_030643665.1, GCA_023131055.1"
UBA11393,Bacteria,,GTDB_Only,No_Match,3,2,0,0,No verifiable NCBI taxonomy classification,"GCA_003542655.1, GCA_018061565.1, GCA_002791835.1"
SpSt-600,Bacteria,,GTDB_Only,No_Match,3,2,0,0,No verifiable NCBI taxonomy classification,"GCA_028275425.1, GCA_011041825.1, GCA_025062375.1"
UBA10200,Archaea,,GTDB_Only,No_Match,3,1,0,0,No verifiable NCBI taxonomy classification,"GCA_018302185.1, GCA_016180275.1, GCA_013331615.1"
WAMD01,Archaea,,GTDB_Only,No_Match,3,3,0,0,No verifiable NCBI taxonomy classification,"GCA_015522495.1, GCA_027077895.1, GCA_024275655.1"
B40-G2,Archaea,,GTDB_Only,No_Match,3,2,0,0,No verifiable NCBI taxonomy classification,"GCA_003649615.1, GCA_026413605.1, GCA_029259155.1"
CAJWTS01,Bacteria,,GTDB_Only,No_Match,3,2,0,0,No verifiable NCBI taxonomy classification,"GCA_913047795.1, GCA_027623315.1, GCA_027593205.1"
SLPX01,Bacteria,,GTDB_Only,No_Match,3,2,0,0,No verifiable NCBI taxonomy classification,"GCA_021162935.1, GCA_011390535.1, GCA_007131745.1"
RFNS01,Bacteria,,GTDB_Only,No_Match,3,3,0,0,No verifiable NCBI taxonomy classification,"GCA_009927055.1, GCA_017996055.1, GCA_016124955.1"
WJKA01,Bacteria,,GTDB_Only,No_Match,3,2,0,0,No verifiable NCBI taxonomy classification,"GCA_014728215.1, GCA_014728295.1, GCA_014729375.1"
JAJRXT01,Bacteria,,GTDB_Only,No_Match,3,2,0,0,No verifiable NCBI taxonomy classification,"GCA_024277605.1, GCA_024277675.1, GCA_024276125.1"
21-14-0-20-44-7,Bacteria,,GTDB_Only,No_Match,3,3,0,0,No verifiable NCBI taxonomy classification,"GCA_002787615.1, GCA_013288575.1, GCA_023301015.1"
JAHIVN01,Bacteria,,GTDB_Only,No_Match,3,2,0,0,No verifiable NCBI taxonomy classification,"GCA_018816645.1, GCA_028696515.1, GCA_016932045.1"
JAACET01,Bacteria,,GTDB_Only,No_Match,3,1,0,0,No verifiable NCBI taxonomy classification,"GCA_011682385.1, GCA_030614915.1, GCA_030631725.1"
QQUJ01,Bacteria,,GTDB_Only,No_Match,3,1,0,0,No verifiable NCBI taxonomy classification,"GCA_011526005.1, GCA_008501635.1, GCA_013285485.1"
UBA8349,Bacteria,,GTDB_Only,No_Match,3,3,0,0,No verifiable NCBI taxonomy classification,"GCA_003501375.1, GCA_016931035.1, GCA_013203855.1"
UBA2361,Bacteria,,GTDB_Only,No_Match,3,1,0,0,No verifiable NCBI taxonomy classification,"GCA_937967785.1, GCA_002343185.1, GCA_002344365.1"
JAGWBF01,Bacteria,,GTDB_Only,No_Match,3,3,0,0,No verifiable NCBI taxonomy classification,"GCA_021296025.1, GCA_021295955.1, GCA_021296015.1"
JABURT01,Bacteria,,GTDB_Only,No_Match,3,1,0,0,No verifiable NCBI taxonomy classification,"GCA_014762485.1, GCA_014762495.1, GCA_029883105.1"
WRGA01,Bacteria,,GTDB_Only,No_Match,3,1,0,0,No verifiable NCBI taxonomy classification,"GCA_031279795.1, GCA_021201815.1, GCA_009787405.1"
4572-128,Bacteria,,GTDB_Only,No_Match,3,1,0,0,No verifiable NCBI taxonomy classification,"GCA_029934155.1, GCA_029938235.1, GCA_002084355.1"
JAFGJP01,Bacteria,,GTDB_Only,No_Match,3,2,0,0,No verifiable NCBI taxonomy classification,"GCA_030633405.1, GCA_016929035.1, GCA_023144635.1"
CALLMV01,Bacteria,,GTDB_Only,No_Match,3,1,0,0,No verifiable NCBI taxonomy classification,"GCA_938005615.1, GCA_938002035.1, GCA_937949515.1"
CAIRNS01,Bacteria,,GTDB_Only,No_Match,3,1,0,0,No verifiable NCBI taxonomy classification,"GCA_026388035.1, GCA_903870265.1, GCA_903880015.1"
JAHFFX01,Bacteria,,GTDB_Only,No_Match,3,3,0,0,No verifiable NCBI taxonomy classification,"GCA_023247725.1, GCA_023247755.1, GCA_023247705.1"
JAGLGH01,Archaea,,GTDB_Only,No_Match,3,1,0,0,No verifiable NCBI taxonomy classification,"GCA_023144115.1, GCA_030673575.1, GCA_030670545.1"
WJKC01,Archaea,,GTDB_Only,No_Match,3,2,0,0,No verifiable NCBI taxonomy classification,"GCA_017608505.1, GCA_014729335.1, GCA_030615175.1"
RBG-16-64-22,Bacteria,,GTDB_Only,No_Match,3,1,0,0,No verifiable NCBI taxonomy classification,"GCA_016195465.1, GCA_919903025.1, GCA_001803795.1"
UBA1515,Bacteria,,GTDB_Only,No_Match,3,1,0,0,No verifiable NCBI taxonomy classification,"GCA_016874185.1, GCA_913020085.1, GCA_002323935.1"
G020354645,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_020354645.1, GCA_947259865.1"
FW602-bin22,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_016875715.1, GCA_004297775.1"
DRJH01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_011052285.1, GCA_913053945.1"
JAFGBZ01,Archaea,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_016218635.1, GCA_016932875.1"
JAUXBS01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_030619245.1, GCA_030618495.1"
G020345765,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_030616835.1, GCA_020345765.1"
JAFMIX01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_017853785.1, GCA_026397895.1"
CG08-08-20-14,Archaea,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_002794135.1, GCA_002762705.1"
G023898405,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_020430645.1, GCA_023898405.1"
JACPQK01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_016190505.1, GCA_016190535.1"
JAURND01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_030830425.1, GCA_029266595.1"
JAAEPT01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_024232295.1, GCA_030431525.1"
JADFCW01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_026415575.1, GCA_017161705.1"
JACRGO01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_029261755.1, GCA_016212295.1"
JANQMY01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_028289425.1, GCA_028279895.1"
JACQVS01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_016209605.1, GCA_028280485.1"
NMUJ01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_002256535.1, GCA_021158725.1"
JAHEGP01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_024645065.1, GCA_030618705.1"
JAAAOL01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_009908885.1, GCA_030428385.1"
PWNZ01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_003564155.1, GCA_003564135.1"
CAIMLA01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_028718325.1, GCA_903842085.1"
JAGGUH01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_021158645.1, GCA_937877385.1"
JAHCIE01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_026129385.1, GCA_026129165.1"
DAOVPY01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_030628945.1, GCA_030596105.1"
JAFGCO01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_016932575.1, GCA_016930535.1"
PETJ01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_009993345.1, GCA_002781125.1"
JAPUKM01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_027294285.1, GCA_027295645.1"
DSM-100316,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCF_923077115.1, GCF_003752585.1"
S144-35,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_015494185.1, GCA_015490775.1"
AG-410-N11,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_902566565.1, GCA_003265895.1"
JAQTZZ01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_028711905.1, GCA_028687545.1"
JAOZQN01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_029932195.1, GCA_029938985.1"
SHYC01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_009693005.1, GCA_016844365.1"
UBA1459,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_002325765.1, GCA_001730065.1"
SURF-54,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_018818885.1, GCA_003599635.1"
M30B43,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_947502965.1, GCA_018402095.1"
OFTM59,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_029260855.1, GCA_029260875.1"
CAIUPP01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_022705425.1, GCA_903901045.1"
CAMLLE01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_946480555.1, GCA_937890005.1"
UBA12135,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_003497555.1, GCA_001829375.1"
QHBQ01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_025355955.1, GCA_003243865.1"
JABXHR01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,GCA_013373515.1
JAQVVF01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_030611905.1, GCA_028699085.1"
JAFGQM01,Archaea,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_029932835.1, GCA_016935655.1"
CAKKQC01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_023265785.1, GCA_919901855.1"
PEZQ01,Archaea,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_018220985.1, GCA_002763265.1"
JAJCZQ01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_029262335.1, GCA_030624695.1"
JAOUNW01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_029880545.1, GCA_029880755.1"
UBA10219,Archaea,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_013331455.1, GCA_018304425.1"
JAUVJM01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_030606215.1, GCA_030596585.1"
JABINC01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_018697675.1, GCA_030700255.1"
Aquitaenariimonadaceae,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_002780005.1, GCA_002322955.1"
JACPWG01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_016197205.1, GCA_016220045.1"
JANYDT01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_025358985.1, GCA_025359845.1"
JALGWA01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_025774425.1, GCA_025774345.1"
SPBQ01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_029262375.1, GCA_004525875.1"
JAEUMW01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_016791345.1, GCA_016791285.1"
JAJDUF01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_022824545.1, GCA_022826725.1"
MWCF01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_002069855.1, GCA_022707085.1"
UBA5435,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_002426645.1, GCA_937890885.1"
JAUXUR01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_030680745.1, GCA_030696155.1"
JASEER01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_030019475.1, GCA_030017565.1"
JAFGHS01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_016930075.1, GCA_016928025.1"
JALZUV01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_023301245.1, GCA_029252805.1"
JAHELV01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_019347695.1, GCA_024644015.1"
JAGXOG01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_023660015.1, GCA_027858455.1"
JAACFD01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_009937555.1, GCA_022425045.1"
SZUA-601,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_003250865.1, GCA_028290805.1"
SURF-37,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_003599755.1, GCA_016186145.1"
RI-342,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_020851915.1, GCA_016124905.1"
RBG-16-45-19,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_003247275.1, GCA_001803415.1"
JACOVV01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_016177145.1, GCA_023248175.1"
JAFGQW01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_030426805.1, GCA_016935485.1"
JAUYLV01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_030699565.1, GCA_030649025.1"
JAJOIW01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_030425355.1, GCA_021209225.1"
QWHO01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_963169765.1, GCA_021404945.1"
JAHJAL01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_938004065.1, GCA_018814055.1"
JAGMXM01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_018006935.1, GCA_022711435.1"
UBA1400,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_002305125.1, GCA_002773945.1"
DT-38,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_013214205.1, GCA_013214975.1"
JAUZOH01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_030706565.1, GCA_030706425.1"
JAQUQO01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_028716045.1, GCA_028711565.1"
CALKYB01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_938022485.1, GCA_938003565.1"
S141-50,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_027046785.1, GCA_015490695.1"
JAUIET01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_030429735.1, GCA_030431775.1"
1-14-0-10-42-12,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_030432135.1, GCA_002787695.1"
JACPQF01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_016190625.1, GCA_030650265.1"
UBA10169,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_016187485.1, GCA_003505155.1"
SOKK01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_004374725.1, GCA_030588495.1"
SKWO01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_007128895.1, GCA_007119435.1"
T1Sed10-126,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_003557545.1, GCA_003554945.1"
JAUWIS01,Archaea,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_030019485.1, GCA_030605245.1"
DRYI01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_026418135.1, GCA_025062195.1"
2-01-FULL-51-21,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_001781525.1, GCA_001781435.1"
JACQLI01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_016179745.1, GCA_016204125.1"
JAADFO01,Archaea,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_016926055.1, GCA_013152815.1"
JACAEB01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_024236075.1, GCA_013389075.1"
PHAN01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_002841695.1, GCA_030018875.1"
JAQVHJ01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_030630935.1, GCA_028696285.1"
JAKQHR01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_028696205.1, GCA_029557905.1"
SHNJ01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_004295055.1, GCA_947456345.1"
JAHJAY01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_018813815.1, GCA_018824845.1"
JAEYWL01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_020054065.1, GCA_023428915.1"
CAJBRS01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_903958115.1, GCA_017881075.1"
JAGGZC01,Archaea,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_021161785.1, GCA_021162185.1"
JACOTG01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_016200105.1, GCA_016178505.1"
S146-70,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_015492395.1, GCA_027017685.1"
JAMDAP01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_937868875.1, GCA_023484675.1"
RBS10-35,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_018729555.1, GCA_029960865.1"
CAMZNU01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_947313885.1, GCA_947313815.1"
JAGLSM01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_030634165.1, GCA_023135745.1"
JAJRWW01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_029938605.1, GCA_024276595.1"
J135,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_003694225.1, GCA_020635175.1"
JAFLCA01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_019694465.1, GCA_017302875.1"
GCA-2689995,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_014381925.1, GCA_002689995.1"
JAFGJC01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_016927905.1, GCA_016929305.1"
JACPFL01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_016192655.1, GCA_016183025.1"
UBA8481,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_002780065.1, GCA_001871695.1"
JAKDMF01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_030452555.1, GCA_030452455.1"
JACPRG01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_016190025.1, GCA_030740135.1"
JAHDBA01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_020630615.1, GCA_020627505.1"
EX4484-135,Archaea,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_011040545.1, GCA_002255025.1"
JAOUFE01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_029858425.1, GCA_029857955.1"
QNDG01,Bacteria,,GTDB_Only,No_Match,2,2,0,0,No verifiable NCBI taxonomy classification,"GCA_003645915.1, GCA_021158245.1"
UBA11359,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_903831815.1, GCA_003455555.1"
