Name_to_use,taxid,otu_count,size_count,lineage,lineage_ranks,lineage_taxids
Eukaryota.U.genus,2759,9333,39360,cellular organisms;Eukaryota;Eukaryota.U.genus,cellular root;domain;original_name,131567;2759;2759
Metazoa.U.genus,33208,4480,25091,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Metazoa.U.genus,cellular root;domain;clade;kingdom;original_name,131567;2759;33154;33208;33208
Amoebozoa.U.genus,554915,4214,15143,cellular organisms;Eukaryota;Amoebozoa;Amoebozoa.U.genus,cellular root;domain;clade;original_name,131567;2759;554915;554915
Insecta.U.genus,50557,2513,16928,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Insecta.U.genus,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;clade;clade;subphylum;class;original_name,131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;50557
Mastigamoeba,81099,1609,10879,cellular organisms;Eukaryota;Amoebozoa;Evosea;Archamoebae;Mastigamoebida;Mastigamoebidae;Mastigamoeba,cellular root;domain;clade;phylum;clade;order;family;genus,131567;2759;554915;2605435;555406;2682482;174815;81099
Embryophyceae_XX.U.genus,NA,1535,7457,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Embryophyceae_XX.U.genus,clade;genus,131567;2759;33090;35493;131221;3193;NA
Euglenida.U.genus,3035,1526,5350,cellular organisms;Eukaryota;Discoba;Euglenozoa;Euglenida;Euglenida.U.genus,cellular root;domain;clade;phylum;class;original_name,131567;2759;2611352;33682;3035;3035
Nematoda.U.genus,6231,1163,5960,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Nematoda.U.genus,cellular root;domain;clade;kingdom;clade;clade;clade;clade;phylum;original_name,131567;2759;33154;33208;6072;33213;33317;1206794;6231;6231
Cercozoa.U.genus,136419,1152,3275,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Cercozoa.U.genus,cellular root;domain;clade;clade;phylum;original_name,131567;2759;2698737;543769;136419;136419
Fungi.U.genus,4751,1112,2638,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi.U.genus,cellular root;domain;clade;kingdom;original_name,131567;2759;33154;4751;4751
Dinophyceae.U.genus,2864,1090,4487,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Dinophyceae.U.genus,cellular root;domain;clade;clade;class;original_name,131567;2759;2698737;33630;2864;2864
Stramenopiles.U.genus,33634,1038,7804,cellular organisms;Eukaryota;Sar;Stramenopiles;Stramenopiles.U.genus,cellular root;domain;clade;clade;original_name,131567;2759;2698737;33634;33634
Pezizomycotina.U.genus,147538,987,5074,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;Pezizomycotina.U.genus,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;original_name,131567;2759;33154;4751;451864;4890;716545;147538;147538
Heterolobosea.U.genus,5752,896,4751,cellular organisms;Eukaryota;Discoba;Heterolobosea;Heterolobosea.U.genus,cellular root;domain;clade;phylum;original_name,131567;2759;2611352;5752;5752
Platyhelminthes.U.genus,6157,851,2920,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Platyhelminthes.U.genus,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;original_name,131567;2759;33154;33208;6072;33213;33317;2697495;1206795;6157;6157
Gyrista.U.genus,NA,833,3060,cellular organisms;Eukaryota;Sar;Gyrista.U.genus,clade;genus,131567;2759;2698737;NA
Ciliophora.U.genus,5878,803,4342,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Ciliophora.U.genus,cellular root;domain;clade;clade;phylum;original_name,131567;2759;2698737;33630;5878;5878
Stylonychia,5948,800,7715,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Spirotrichea;Stichotrichia;Sporadotrichida;Oxytrichidae;Stylonychinae;Stylonychia,cellular root;domain;clade;clade;phylum;subphylum;class;subclass;order;family;subfamily;genus,131567;2759;2698737;33630;5878;431838;33829;194286;693921;57506;1001748;5948
Opisthokonta.U.genus,33154,687,3638,cellular organisms;Eukaryota;Opisthokonta;Opisthokonta.U.genus,cellular root;domain;clade;original_name,131567;2759;33154;33154
Agaricomycetes.U.genus,155619,665,4615,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetes.U.genus,cellular root;domain;clade;kingdom;subkingdom;phylum;subphylum;class;original_name,131567;2759;33154;4751;451864;5204;5302;155619;155619
Dino-Group-II.U.genus,NA,657,2568,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Dino-Group-II.U.genus,class;genus,131567;2759;2698737;33630;2864;NA
Flectomonas,1938442,639,3724,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Glissomonadida;Sandonidae;Flectomonas,cellular root;domain;clade;clade;phylum;order;family;genus,131567;2759;2698737;543769;136419;1238681;2586441;1938442
Dino-Group-II-Clade-7_X,NA,547,1828,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Dino-Group-II-Clade-7_X,class;genus,131567;2759;2698737;33630;2864;NA
Dothideomycetes.U.genus,147541,539,2447,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Dothideomycetes.U.genus,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;clade;class;original_name,131567;2759;33154;4751;451864;4890;716545;147538;716546;715962;147541;147541
Chytridiomycota.U.genus,4761,530,1528,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota.U.genus,cellular root;domain;clade;kingdom;no rank;phylum;original_name,131567;2759;33154;4751;112252;4761;4761
TSAR.U.genus,NA,509,1675,cellular organisms;Eukaryota;Sar;TSAR.U.genus,clade;genus,131567;2759;2698737;NA
Monothalamids_X.U.genus,1505960,507,2233,cellular organisms;Eukaryota;Sar;Rhizaria;Retaria;Foraminifera;Monothalamids;Monothalamids_X.U.genus,cellular root;domain;clade;clade;clade;phylum;clade;original_name,131567;2759;2698737;543769;2662056;29178;1505960;1505960
Chlorophyta_X.U.genus,3041,499,2267,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;Chlorophyta_X.U.genus,cellular root;domain;kingdom;phylum;original_name,131567;2759;33090;3041;3041
Hexamitidae.U.genus,5739,484,3018,cellular organisms;Eukaryota;Metamonada;Fornicata;Diplomonadida;Hexamitidae;Hexamitidae.U.genus,cellular root;domain;clade;phylum;order;family;original_name,131567;2759;2611341;207245;5738;5739;5739
Trachelomonas,96503,470,1572,cellular organisms;Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Euglenophyceae;Euglenales;Euglenaceae;Trachelomonas,cellular root;domain;clade;phylum;class;clade;subclass;order;family;genus,131567;2759;2611352;33682;3035;2570567;2704141;86650;1131320;96503
Sordariomycetes.U.genus,147550,469,2392,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Sordariomycetes.U.genus,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;clade;class;original_name,131567;2759;33154;4751;451864;4890;716545;147538;716546;715989;147550;147550
Gibberella,5506,466,4262,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Hypocreomycetidae;Hypocreales;Nectriaceae;Fusarium,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;clade;class;subclass;order;family;genus,131567;2759;33154;4751;451864;4890;716545;147538;716546;715989;147550;222543;5125;110618;5506
Pentapharsodinium,66472,466,2001,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Peridiniales;Ensiculiferaceae;Pentapharsodinium,cellular root;domain;clade;clade;class;order;family;genus,131567;2759;2698737;33630;2864;2910;3033397;66472
Kinetoplastea.U.genus,5653,451,1621,cellular organisms;Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Kinetoplastea.U.genus,cellular root;domain;clade;phylum;class;original_name,131567;2759;2611352;33682;5653;5653
Crustacea.U.genus,6657,436,2433,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Crustacea.U.genus,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;clade;clade;subphylum;original_name,131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6657;6657
Petalomonadida.U.genus,2570648,422,1103,cellular organisms;Eukaryota;Discoba;Euglenozoa;Euglenida;Petalomonadida;Petalomonadida.U.genus,cellular root;domain;clade;phylum;class;order;original_name,131567;2759;2611352;33682;3035;2570648;2570648
Dino-Group-II-Clade-10-and-11_X,NA,415,1595,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Dino-Group-II-Clade-10-and-11_X,class;genus,131567;2759;2698737;33630;2864;NA
Alveolata.U.genus,33630,393,8253,cellular organisms;Eukaryota;Sar;Alveolata;Alveolata.U.genus,cellular root;domain;clade;clade;original_name,131567;2759;2698737;33630;33630
Polycystinea.U.genus,65582,391,4253,cellular organisms;Eukaryota;Sar;Rhizaria;Retaria;Polycystinea;Polycystinea.U.genus,cellular root;domain;clade;clade;clade;class;original_name,131567;2759;2698737;543769;2662056;65582;65582
Eurotiomycetes.U.genus,147545,381,3580,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetes.U.genus,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;class;original_name,131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;147545
Zea,4575,372,6252,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Liliopsida;Petrosaviidae;commelinids;Poales;Poaceae;PACMAD clade;Panicoideae;Andropogonodae;Andropogoneae;Tripsacinae;Zea,cellular root;domain;kingdom;phylum;subphylum;clade;clade;clade;clade;class;clade;clade;subclass;clade;order;family;clade;subfamily;no rank;tribe;subtribe;genus,131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;4447;1437197;4734;38820;4479;147370;147369;1648033;147429;1648029;4575
Mollusca.U.genus,6447,353,2354,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Mollusca.U.genus,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;original_name,131567;2759;33154;33208;6072;33213;33317;2697495;1206795;6447;6447
Archaeplastida.U.genus,NA,342,1480,cellular organisms;Eukaryota;Viridiplantae;Archaeplastida.U.genus,kingdom;genus,131567;2759;33090;NA
Oligohymenophorea.U.genus,6020,339,1781,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Oligohymenophorea;Oligohymenophorea.U.genus,cellular root;domain;clade;clade;phylum;subphylum;class;original_name,131567;2759;2698737;33630;5878;431838;6020;6020
Agaricomycotina.U.genus,5302,328,2666,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycotina.U.genus,cellular root;domain;clade;kingdom;subkingdom;phylum;subphylum;original_name,131567;2759;33154;4751;451864;5204;5302;5302
Craniata_X.U.genus,89593 Craniata,326,2470,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Craniata_X.U.genus,cellular root;domain;clade;kingdom;clade;clade;clade;phylum;subphylum Craniata;original_name,131567;2759;33154;33208;6072;33213;33511;7711;89593;89593 Craniata
Foraminifera.U.genus,29178,322,2196,cellular organisms;Eukaryota;Sar;Rhizaria;Retaria;Foraminifera;Foraminifera.U.genus,cellular root;domain;clade;clade;clade;phylum;original_name,131567;2759;2698737;543769;2662056;29178;29178
Vampyrellida.U.genus,1367446,315,1110,cellular organisms;Eukaryota;Sar;Rhizaria;Endomyxa;Vampyrellida;Vampyrellida.U.genus,cellular root;domain;clade;clade;phylum;order;original_name,131567;2759;2698737;543769;2604748;1367446;1367446
Thalassiosira,35127,309,6048,cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta;Coscinodiscophyceae;Thalassiosirophycidae;Thalassiosirales;Thalassiosiraceae;Thalassiosira,cellular root;domain;clade;clade;clade;phylum;class;subclass;order;family;genus,131567;2759;2698737;33634;2696291;2836;33836;33846;33847;29202;35127
Pythium,4797,302,870,cellular organisms;Eukaryota;Sar;Stramenopiles;Oomycota;Pythiales;Pythiaceae;Pythium,cellular root;domain;clade;clade;phylum;order;family;genus,131567;2759;2698737;33634;4762;121069;4782;4797
Malassezia,55193,298,11722,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Ustilaginomycotina;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia,cellular root;domain;clade;kingdom;subkingdom;phylum;subphylum;class;order;family;genus,131567;2759;33154;4751;451864;5204;452284;1538075;162474;742845;55193
Ostreococcus,70447,293,6432,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2759;33090;3041;1035538;13792;1525212;70447
Ascomycota.U.genus,4890,288,3632,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;Ascomycota.U.genus,cellular root;domain;clade;kingdom;subkingdom;phylum;original_name,131567;2759;33154;4751;451864;4890;4890
Dino-Group-II-Clade-6_X,NA,286,4127,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Dino-Group-II-Clade-6_X,class;genus,131567;2759;2698737;33630;2864;NA
Chromadorea_X.U.genus,119089,282,791,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Chromadorea_X.U.genus,cellular root;domain;clade;kingdom;clade;clade;clade;clade;phylum;class;original_name,131567;2759;33154;33208;6072;33213;33317;1206794;6231;119089;119089
Bicoecea.U.genus,33651,280,1227,cellular organisms;Eukaryota;Sar;Stramenopiles;Bigyra;Opalozoa;Bicosoecida;Bicoecea.U.genus,cellular root;domain;clade;clade;class;clade;order;original_name,131567;2759;2698737;33634;2683628;2683629;33651;33651
Saccamoeba,136463,279,1566,cellular organisms;Eukaryota;Amoebozoa;Tubulinea;Elardia;Euamoebida;Hartmannellidae;Saccamoeba,cellular root;domain;clade;phylum;class;order;family;genus,131567;2759;554915;555369;2681632;180229;5776;136463
Radiolaria.U.genus,65574 Radiolaria,272,1717,cellular organisms;Eukaryota;Sar;Rhizaria;Retaria;Acantharea;Radiolaria.U.genus,cellular root;domain;clade;clade;clade;class Radiolaria;original_name,131567;2759;2698737;543769;2662056;65574;65574 Radiolaria
Rozellomycota_XXX,1031332,268,757,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Cryptomycota;Rozellomycota_XXX,cellular root;domain;clade;kingdom;no rank;phylum;original_name,131567;2759;33154;4751;112252;1031332;1031332
Saccharomycotina.U.genus,147537,259,3098,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Saccharomycotina.U.genus,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;original_name,131567;2759;33154;4751;451864;4890;716545;147537;147537
Chlorellales_X.U.genus,35460,255,2704,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Trebouxiophyceae;Chlorellales;Chlorellales_X.U.genus,cellular root;domain;kingdom;phylum;clade;class;order;original_name,131567;2759;33090;3041;2692248;75966;35460;35460
Dileptidae_X,1652550,253,2935,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Litostomatea;Haptoria;Haptorida;Dileptidae;Dileptidae_X,cellular root;domain;clade;clade;phylum;subphylum;class;subclass;order;family;original_name,131567;2759;2698737;33630;5878;431838;5988;197905;5989;1652550;1652550
Anthozoa.U.genus,6101,248,2766,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Cnidaria;Anthozoa;Anthozoa.U.genus,cellular root;domain;clade;kingdom;clade;phylum;class;original_name,131567;2759;33154;33208;6072;6073;6101;6101
Apis,7459,236,762,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Hymenoptera;Apocrita;Aculeata;Apoidea;Anthophila;Apidae;Apinae;Apini;Apis,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;clade;clade;subphylum;class;clade;subclass;infraclass;cohort;order;suborder;infraorder;superfamily;clade;family;subfamily;tribe;genus,131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7399;7400;7434;34735;3042114;7458;70987;83321;7459
Rhizophagus,1129544,236,4813,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Rhizophagus,cellular root;domain;clade;kingdom;no rank;phylum;subphylum;class;order;family;genus,131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1129544
Leotiomycetes.U.genus,147548,230,1747,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Leotiomycetes.U.genus,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;clade;class;original_name,131567;2759;33154;4751;451864;4890;716545;147538;716546;715989;147548;147548
Heterodera,34509,228,2028,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Tylenchina;Tylenchomorpha;Tylenchoidea;Heteroderidae;Heteroderinae;Heterodera,cellular root;domain;clade;kingdom;clade;clade;clade;clade;phylum;class;order;suborder;infraorder;superfamily;family;subfamily;genus,131567;2759;33154;33208;6072;33213;33317;1206794;6231;119089;6236;6300;33283;33284;6301;33286;34509
Lecanicillium,291363,225,1334,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Hypocreomycetidae;Hypocreales;Cordycipitaceae;Lecanicillium,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;clade;class;subclass;order;family;genus,131567;2759;33154;4751;451864;4890;716545;147538;716546;715989;147550;222543;5125;474943;291363
Neobodonida.U.genus,2704648,221,929,cellular organisms;Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Neobodonida;Neobodonida.U.genus,cellular root;domain;clade;phylum;class;subclass;order;original_name,131567;2759;2611352;33682;5653;2704647;2704648;2704648
Perkinsida_XXX,27998,221,1396,cellular organisms;Eukaryota;Sar;Alveolata;Perkinsozoa;Perkinsea;Perkinsida;Perkinsida_XXX,cellular root;domain;clade;clade;phylum;clade;order;original_name,131567;2759;2698737;33630;2497438;27997;27998;27998
Opalozoa.U.genus,2683629,218,1086,cellular organisms;Eukaryota;Sar;Stramenopiles;Bigyra;Opalozoa;Opalozoa.U.genus,cellular root;domain;clade;clade;class;clade;original_name,131567;2759;2698737;33634;2683628;2683629;2683629
Drosophila,2081351,217,1383,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetidae;Agaricales;Agaricineae;Psathyrellaceae;Drosophila,cellular root;domain;clade;kingdom;subkingdom;phylum;subphylum;class;subclass;order;suborder;family;genus,131567;2759;33154;4751;451864;5204;5302;155619;452333;5338;2982305;184208;2081351
Neovahlkampfia,166955,211,780,cellular organisms;Eukaryota;Discoba;Heterolobosea;Tetramitia;Neovahlkampfiidae;Neovahlkampfia,cellular root;domain;clade;phylum;clade;family;genus,131567;2759;2611352;5752;2601529;2602010;166955
Nassellaria.U.genus,278980,209,918,cellular organisms;Eukaryota;Sar;Rhizaria;Retaria;Polycystinea;Nassellaria;Nassellaria.U.genus,cellular root;domain;clade;clade;clade;class;order;original_name,131567;2759;2698737;543769;2662056;65582;278980;278980
Acantharea_3a_X,65574,208,1225,cellular organisms;Eukaryota;Sar;Rhizaria;Retaria;Acantharea;Acantharea_3a_X,cellular root;domain;clade;clade;clade;class;original_name,131567;2759;2698737;543769;2662056;65574;65574
Tetramitia_I.U.genus,2601529,200,796,cellular organisms;Eukaryota;Discoba;Heterolobosea;Tetramitia;Tetramitia_I.U.genus,cellular root;domain;clade;phylum;clade;original_name,131567;2759;2611352;5752;2601529;2601529
Dino-Group-I.U.genus,NA,197,907,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Dino-Group-I.U.genus,class;genus,131567;2759;2698737;33630;2864;NA
Flamellidae.U.genus,2605335,197,567,cellular organisms;Eukaryota;Amoebozoa;Evosea;Variosea;Flamellidae;Flamellidae.U.genus,cellular root;domain;clade;phylum;class;family;original_name,131567;2759;554915;2605435;2605334;2605335;2605335
Dino-Group-I-Clade-5_X,NA,196,1050,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Dino-Group-I-Clade-5_X,class;genus,131567;2759;2698737;33630;2864;NA
Eupetalomonads_XX,NA,192,534,cellular organisms;Eukaryota;Discoba;Euglenozoa;Eupetalomonads_XX,phylum;genus,131567;2759;2611352;33682;NA
Chlamydomonadales_X.U.genus,3042,191,1360,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Chlamydomonadales_X.U.genus,cellular root;domain;kingdom;phylum;clade;class;clade;order;original_name,131567;2759;33090;3041;2692248;3166;2812636;3042;3042
Fungi_XXXX,4751,190,809,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi_XXXX,cellular root;domain;clade;kingdom;original_name,131567;2759;33154;4751;4751
Saccharomycetales.U.genus,4892,190,1145,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetales.U.genus,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;class;order;original_name,131567;2759;33154;4751;451864;4890;716545;147537;4891;4892;4892
Schistosoma,6181,190,955,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Trematoda;Digenea;Strigeidida;Schistosomatoidea;Schistosomatidae;Schistosoma,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;class;subclass;order;superfamily;family;genus,131567;2759;33154;33208;6072;33213;33317;2697495;1206795;6157;6178;6179;6180;31244;31245;6181
Phyllopharyngea.U.genus,37471,186,686,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Phyllopharyngea;Phyllopharyngea.U.genus,cellular root;domain;clade;clade;phylum;subphylum;class;original_name,131567;2759;2698737;33630;5878;431838;37471;37471
Dino-Group-I-Clade-4_X,NA,182,1189,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Dino-Group-I-Clade-4_X,class;genus,131567;2759;2698737;33630;2864;NA
WIM80-lineage_X,NA,173,656,Evosea;WIM80-lineage_X,division;family,NA;NA
Phaeosphaeria,55067,172,1177,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Pleosporomycetidae;Pleosporales;Pleosporineae;Phaeosphaeriaceae;Phaeosphaeria,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;clade;class;subclass;order;suborder;family;genus,131567;2759;33154;4751;451864;4890;716545;147538;716546;715962;147541;451868;92860;715340;5020;55067
Rehmannia,99299,160,265,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;asterids;lamiids;Lamiales;Orobanchaceae;Orobanchaceae incertae sedis;Rehmannia,cellular root;domain;kingdom;phylum;subphylum;clade;clade;clade;clade;class;clade;clade;clade;clade;clade;clade;order;family;no rank;genus,131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71274;91888;4143;91896;216775;99299
Rhizophydiales_XX,451442,157,593,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Rhizophydiales;Rhizophydiales_XX,cellular root;domain;clade;kingdom;no rank;phylum;no rank;class;order;original_name,131567;2759;33154;4751;112252;4761;2683659;451435;451442;451442
Maxillopoda.U.genus,NA,155,2107,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Maxillopoda.U.genus,subphylum;genus,131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6657;NA
Turbellaria.U.genus,166384,153,634,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Turbellaria;Turbellaria.U.genus,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;class;original_name,131567;2759;33154;33208;6072;33213;33317;2697495;1206795;6157;166384;166384
Bullinularia,318543,151,397,cellular organisms;Eukaryota;Amoebozoa;Tubulinea;Elardia;Arcellinida;Difflugina;Plagiopyxidae;Bullinularia,cellular root;domain;clade;phylum;class;order;suborder;family;genus,131567;2759;554915;555369;2681632;318493;2681634;318542;318543
Centroplasthelida_X.U.genus,193537,151,475,cellular organisms;Eukaryota;Haptista;Centroplasthelida;Centroplasthelida_X.U.genus,cellular root;domain;clade;class;original_name,131567;2759;2608109;193537;193537
Salpingoecidae_Group_C1_X,81529,148,357,cellular organisms;Eukaryota;Opisthokonta;Choanoflagellata;Craspedida;Salpingoecidae;Salpingoecidae_Group_C1_X,cellular root;domain;clade;class;order;family;original_name,131567;2759;33154;28009;1924738;81529;81529
Scytomonadidae.U.genus,2570650,148,357,cellular organisms;Eukaryota;Discoba;Euglenozoa;Euglenida;Petalomonadida;Scytomonadidae;Scytomonadidae.U.genus,cellular root;domain;clade;phylum;class;order;family;original_name,131567;2759;2611352;33682;3035;2570648;2570650;2570650
Nolandellidae_X,NA,142,405,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Nolandellidae_X,class;genus,131567;2759;2698737;33630;2864;NA
