genus,gtdb_domain,ncbi_domain,database_presence,match_status,gtdb_genome_count,gtdb_species_count,ncbi_genome_count,ncbi_species_count,reason_filtered,sample_accessions
XYB1-FULL-42-16,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_001824815.1, GCA_001823055.1"
JAFGAX01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_016933415.1, GCA_030372965.1"
JAHFEG01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_947445025.1, GCA_023248595.1"
JACRCK01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_025454185.1, GCA_016219065.1"
JACQPY01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_016204645.1, GCA_016207275.1"
Soudan-30,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_016278725.1, GCA_024637095.1"
G020345765,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_030616835.1, GCA_020345765.1"
JACRGV01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_016212215.1, GCA_023248365.1"
JACOSX01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_016200425.1, GCA_016178625.1"
GCA-2721365,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_002721365.1, GCA_913047465.1"
JAGMES01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_030627905.1, GCA_023128035.1"
SZUA-320,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_003247675.1, GCA_003246755.1"
JAIOYM01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_021741085.1, GCA_947454145.1"
JAMLIA01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_937870985.1, GCA_023954495.1"
Root112D2,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCF_001424905.1, GCF_026410545.1"
JAJZBA01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_027324345.1, GCA_021799155.1"
AUK232,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_027064505.1, GCA_021161495.1"
JACRKF01,Archaea,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_018303075.1, GCA_016219865.1"
CADDZI01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_902812325.1, GCA_902812405.1"
JAAFKA01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_013299115.1, GCA_947457925.1"
CANQBQ01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_947589045.1, GCA_947631965.1"
4484-93,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_002085385.1, GCA_021158465.1"
SKRM01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_007134045.1, GCA_007118495.1"
JAPLCW01,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_026392015.1, GCA_026391995.1"
BRH-c0,Bacteria,,GTDB_Only,No_Match,2,1,0,0,No verifiable NCBI taxonomy classification,"GCA_000961645.1, GCA_023229065.1"
JAQTSA01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_028711575.1
JAEDHM01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016296985.1
Steffania,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCF_020541225.1
UBA8987,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_003531345.1
JAHQVS01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_019634215.1
JAAZNM01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_012798265.1
DAOVRD01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030628375.1
GWA1-44-24,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_001001115.1
JALWLM01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_027084145.1
JAFDER01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_019310245.1
JAEYQN01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_023409995.1
CALRHK01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_943359475.1
CALMVH01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_937873165.1
CAMPJM01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_946886805.1
CALLBL01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_937999345.1
JAFGHQ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016930035.1
OMHY01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_900298985.1
BB2,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016745035.1
B79-G16,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_003647645.1
Chersky-806,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_017882945.1
JAOTSC01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030247525.1
JAFDDL01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_019310865.1
JAFGIU01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016929445.1
SICC01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_009694835.1
CALAFV01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_937891445.1
CAJWYM01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_913049555.1
VMGA01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_007376345.1
JACQKW01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016204385.1
CAMAVK01,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_945861715.1
PNJM01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_013821865.1
QNFE01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_003645455.1
PWNZ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_003564135.1
JAIBBZ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_019694435.1
JAGVDZ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_020058465.1
CADDZV01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_902812875.1
JAPLFT01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_026390535.1
JAHBWZ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_019636755.1
JAMDBQ01,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_023487445.1
CANKTL01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_947486405.1
OFTM174,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_029260135.1
JAGGWW01,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_021163365.1
DT-59,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_013215865.1
JAITPB01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_031289625.1
SBBA01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_005239925.1
JACRPR01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016223105.1
JAISDE01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_031265035.1
CABMCB01,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_902384455.1
JAIQFR01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_020073205.1
UBA2196,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_002328025.1
JACPRZ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016193485.1
JAIORP01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_021108075.1
JAUNVW01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030540635.1
JASLFJ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030150665.1
JADFSS01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_022560655.1
CALGNA01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_937958795.1
RFGD01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_003696705.1
JAAAOM01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_009908855.1
JAGGZK01,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_021162065.1
JACQUE01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016210425.1
JAGGZP01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_021161965.1
JANQRV01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_028284395.1
JARCMD01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030248885.1
JAGRAX01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_020434365.1
JAAYCJ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_012729815.1
JAHDDZ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_020629095.1
JAJRXV01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_024276115.1
JANYHQ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_025358985.1
JADQBR01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016278515.1
JACPQD01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016190665.1
JABDKJ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_013002285.1
Kmv04,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_014859725.1
JAQUUX01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_028693705.1
CAJXCD01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_913051545.1
JAKDLQ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030452775.1
JAAYKD01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_012522585.1
JAFGHX01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016929905.1
XYD1-FULL-46-19,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_001824825.1
VBAR01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_005882315.1
JAMCRR01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_023381565.1
JACCSI01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_013813075.1
RGIG5705,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_017515345.1
JAUXAV01,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030619735.1
JAMNXU01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_023623175.1
JAUVJM01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030596585.1
JAALKR01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_011087955.1
JAHEXY01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_023251875.1
CAKZNR01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_937129725.1
JAJUHR01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_029267795.1
JADGQX01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_017881445.1
JAGQQZ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_020425915.1
GCA-2401445,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_002401445.1
JAJYJF01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_021796375.1
JAKLEA01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_022711755.1
BOKX01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016861205.1
JAHEDQ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_024641125.1
PJMG01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_003173895.1
GCA-020355125,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_020355125.1
PHAD01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_002841595.1
JAUMYT01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030528525.1
CASFII01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_949294735.1
PEZG01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_002774185.1
JACPPN01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016190995.1
JAHFTJ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_023269435.1
JAQVHD01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_028696375.1
JAIOSI01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_021107695.1
VFKA01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_009885795.1
JACADV01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_013388425.1
JADFSL01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_022560785.1
JAQUQA01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_028716305.1
JAOUMO01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_029881425.1
AUK180,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_021162505.1
UWPOB-MICAV1,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_017302165.1
JAAYZK01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_012514895.1
JAHIEG01,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_018901655.1
JAFEAY01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_018266175.1
JACZRJ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_022574795.1
CAMJWQ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_946409475.1
JAMDEM01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_023486985.1
JALVRC01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_027025255.1
JACDQH01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_018101195.1
JANFMV01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCF_024385575.1
JAUVZF01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030602705.1
KLAP22,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_963205075.1
CLD3,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_008501735.1
JAAYXM01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_012515925.1
OEQK01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCF_900240405.1
JAFGEP01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016931535.1
Sabulilitoribacter,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCF_021728415.1
SHYC01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_009693005.1
JAGGTG01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_021163905.1
RBG-16-55-9,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_001778455.1
JACPGU01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016188915.1
UBA1709,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_002317215.1
JACQVU01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016209585.1
CANGWC01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_947457515.1
JAGVYJ01,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_018303315.1
2-02-FULL-40-13,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_001779235.1
DSXF01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_019873735.1
DAOVVF01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030632225.1
JAOUJD01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_029883565.1
RGIG6635,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_017527675.1
2-12-FULL-40-12,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_001823315.1
JALIDP01,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_022865215.1
BPKO01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_026005175.1
JAFGIV01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016929435.1
JAHJSY01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_018830125.1
JALWZV01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_027002315.1
JADZEJ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_020850575.1
JAFGQM01,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016935655.1
JANYGM01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_025362415.1
WLWR01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_012103495.1
JAEUKH01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016792845.1
JACQWV01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016209085.1
JAFGMK01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016927565.1
JANQIN01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_028282145.1
JAHHLP01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_018679295.1
CADEEV01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_902826455.1
JAUNTE01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030538855.1
JAGXKI01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_018335295.1
CALNCF01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_937875035.1
JAGGAJ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_017889845.1
JACPTB01,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016192995.1
JAIFLP01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_020049015.1
JACOUP01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016177765.1
JAKLHB01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_022710345.1
JABDDS01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_013287465.1
JAMXCX01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_024542985.1
JAPLMV01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_026386835.1
JACPTT01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016192645.1
CALMFT01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_937862565.1
CADDZC01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_902812365.1
JAAZAB01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_012514555.1
JABXHR01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_013373515.1
CAKZKH01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_937122485.1
JACZYK01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_022571135.1
JAFGSJ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016934675.1
GCA-2720125,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_002720125.1
SURF-54,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_003599635.1
JAUWZW01,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_030615165.1
JAENWW01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016649875.1
UBA11098,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_003534085.1
JAJRTR01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_024278215.1
UBA1446,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_002329245.1
JAISNH01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_031276335.1
JAQBQZ01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_028286725.1
JAJRCL01,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_028679035.1
JAFCDQ01,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_017609645.1
SLQH01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_007131555.1
JAGHBM01,Archaea,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_021160955.1
SBBB01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_005239895.1
JACRLM01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_016235255.1
JAQUQI01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_028716165.1
JAAZNF01,Bacteria,,GTDB_Only,No_Match,1,1,0,0,No verifiable NCBI taxonomy classification,GCA_012798435.1
