Name_to_use,taxid,otu_count,size_count,lineage,lineage_ranks,lineage_taxids
Schizoplasmodiidae,168138,124,320,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Phyllopharyngea;Suctoria;Endogenida;Tokophryidae;Tokophrya,cellular root;domain;clade;clade;phylum;subphylum;class;subclass;order;family;genus,131567;2759;2698737;33630;5878;431838;37471;39462;163662;168137;168138
Schizosaccharomycetes,147554,2,13,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Schizosaccharomycetes,cellular root;domain;clade;kingdom;subkingdom;phylum;subphylum;class,131567;2759;33154;4751;451864;4890;451866;147554
Scyphozoa,6142,13,32,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Cnidaria;Scyphozoa,cellular root;domain;clade;kingdom;clade;phylum;class,131567;2759;33154;33208;6072;6073;6142
Scytomonadidae,2570650,240,549,cellular organisms;Eukaryota;Discoba;Euglenozoa;Euglenida;Petalomonadida;Scytomonadidae,cellular root;domain;clade;phylum;class;order;family,131567;2759;2611352;33682;3035;2570648;2570650
Selenastraceae,35466,1,1,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Sphaeropleales;Selenastraceae,cellular root;domain;kingdom;phylum;clade;class;clade;order;family,131567;2759;33090;3041;2692248;3166;2812636;35491;35466
Sessilida,1974272,174,1759,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Oligohymenophorea;Peritrichia;Sessilida,cellular root;domain;clade;clade;phylum;subphylum;class;subclass;order,131567;2759;2698737;33630;5878;431838;6020;6021;1974272
Sey055-lineage,65582,50,123,cellular organisms;Eukaryota;Sar;Rhizaria;Retaria;Polycystinea,cellular root;domain;clade;clade;clade;class,131567;2759;2698737;543769;2662056;65582
Skeletonemaceae,NA,1,1,,,
Sordariomycetes,147550,1305,9434,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;clade;class,131567;2759;33154;4751;451864;4890;716545;147538;716546;715989;147550
Sphaeropleales.U.family,35491,56,214,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Sphaeropleales,cellular root;domain;kingdom;phylum;clade;class;clade;order,131567;2759;33090;3041;2692248;3166;2812636;35491
Sphaeropleales_X,35491,4,6,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Sphaeropleales,cellular root;domain;kingdom;phylum;clade;class;clade;order,131567;2759;33090;3041;2692248;3166;2812636;35491
Sphaerozoidae,65588,2,3,cellular organisms;Eukaryota;Sar;Rhizaria;Retaria;Polycystinea;Collodaria;Sphaerozoidae,cellular root;domain;clade;clade;clade;class;order;family,131567;2759;2698737;543769;2662056;65582;1426915;65588
Spironemidae,2027449,20,81,cellular organisms;Eukaryota;Hemimastigophora;Spironemidae,cellular root;domain;phylum;family,131567;2759;2489521;2027449
Spizellomycetaceae,2681886,52,167,cellular organisms;Eukaryota;Amoebozoa;Evosea;Variosea;Fractovitellida;Schizoplasmodiidae,cellular root;domain;clade;phylum;class;order;family,131567;2759;554915;2605435;2605334;2605345;2681886
Stramenopiles.U.family,4842,1038,7804,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Mucorineae;Rhizopodaceae;Rhizopus,cellular root;domain;clade;kingdom;no rank;phylum;subphylum;class;order;suborder;family;genus,131567;2759;33154;4751;112252;1913637;451507;2212703;4827;1344963;1344955;4842
Stramenopiles_XXXX,33634,5,8,cellular organisms;Eukaryota;Sar;Stramenopiles,cellular root;domain;clade;clade,131567;2759;2698737;33634
Streptophyta_XXXX,35493,4,23,cellular organisms;Eukaryota;Viridiplantae;Streptophyta,cellular root;domain;kingdom;phylum,131567;2759;33090;35493
Stygamoebida_XX,1485089,37,120,cellular organisms;Eukaryota;Amoebozoa;Discosea;Stygamoebida,cellular root;domain;clade;phylum;order,131567;2759;554915;555280;1485089
Stylocephalidae,650329,20,39,cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Conoidasida;Gregarinasina;Eugregarinorida;Stylocephalidae,cellular root;domain;clade;clade;phylum;class;subclass;order;family,131567;2759;2698737;33630;5794;1280412;35086;35087;650329
Suctoria.U.family,39462,36,87,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Phyllopharyngea;Suctoria,cellular root;domain;clade;clade;phylum;subphylum;class;subclass,131567;2759;2698737;33630;5878;431838;37471;39462
Suctoria_X,39462,83,403,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Phyllopharyngea;Suctoria,cellular root;domain;clade;clade;phylum;subphylum;class;subclass,131567;2759;2698737;33630;5878;431838;37471;39462
TSAR.U.family,NA,509,1675,,,
Taphrinomycetes,147555,17,80,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Taphrinomycetes,cellular root;domain;clade;kingdom;subkingdom;phylum;subphylum;class,131567;2759;33154;4751;451864;4890;451866;147555
Taphrinomycotina.U.family,451866,17,110,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;Taphrinomycotina,cellular root;domain;clade;kingdom;subkingdom;phylum;subphylum,131567;2759;33154;4751;451864;4890;451866
Teleostei,32443,65,111,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei,cellular root;domain;clade;kingdom;clade;clade;clade;phylum;subphylum;clade;clade;clade;clade;superclass;class;subclass;infraclass,131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;7898;186623;41665;32443
Tetramitia_I.U.family,2601529,200,796,cellular organisms;Eukaryota;Discoba;Heterolobosea;Tetramitia,cellular root;domain;clade;phylum;clade,131567;2759;2611352;5752;2601529
Tetramitia_I_X,2601529,58,319,cellular organisms;Eukaryota;Discoba;Heterolobosea;Tetramitia,cellular root;domain;clade;phylum;clade,131567;2759;2611352;5752;2601529
Thalassiosiraceae,4575,309,6048,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Liliopsida;Petrosaviidae;commelinids;Poales;Poaceae;PACMAD clade;Panicoideae;Andropogonodae;Andropogoneae;Tripsacinae;Zea,cellular root;domain;kingdom;phylum;subphylum;clade;clade;clade;clade;class;clade;clade;subclass;clade;order;family;clade;subfamily;no rank;tribe;subtribe;genus,131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;4447;1437197;4734;38820;4479;147370;147369;1648033;147429;1648029;4575
Thalassiosirales.U.family,33847,53,222,cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta;Coscinodiscophyceae;Thalassiosirophycidae;Thalassiosirales,cellular root;domain;clade;clade;clade;phylum;class;subclass;order,131567;2759;2698737;33634;2696291;2836;33836;33846;33847
Thaumatomonadida.U.family,188944,88,597,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Thaumatomonadida,cellular root;domain;clade;clade;phylum;class;clade;order,131567;2759;2698737;543769;136419;1736114;556185;188944
Thaumatomonadida_X,188944,2,2,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Thaumatomonadida,cellular root;domain;clade;clade;phylum;class;clade;order,131567;2759;2698737;543769;136419;1736114;556185;188944
Thaumatomonadidae,6564,8,9,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Bivalvia;Autobranchia;Pteriomorphia;Ostreida;Ostreoidea;Ostreidae;Crassostrea,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;class;subclass;clade;order;superfamily;family;genus,131567;2759;33154;33208;6072;33213;33317;2697495;1206795;6447;6544;2785011;6545;6562;98302;6563;6564
Theileriidae,27994,101,1221,cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Aconoidasida;Piroplasmida;Theileriidae,cellular root;domain;clade;clade;phylum;class;order;family,131567;2759;2698737;33630;5794;422676;5863;27994
Tholoniidae,NA,26,77,,,
Thoracosphaeraceae,1691972,468,2008,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Thoracosphaerales;Thoracosphaeraceae,cellular root;domain;clade;clade;class;order;family,131567;2759;2698737;33630;2864;33835;1691972
Tokophryidae,168137,33,176,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Phyllopharyngea;Suctoria;Endogenida;Tokophryidae,cellular root;domain;clade;clade;phylum;subphylum;class;subclass;order;family,131567;2759;2698737;33630;5878;431838;37471;39462;163662;168137
Trebouxiophyceae_XX,75966,5,8,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Trebouxiophyceae,cellular root;domain;kingdom;phylum;clade;class,131567;2759;33090;3041;2692248;75966
Tremellomycetes,318517,126,690,cellular organisms;Eukaryota;Amoebozoa;Tubulinea;Elardia;Arcellinida;Phryganellina,cellular root;domain;clade;phylum;class;order;suborder,131567;2759;554915;555369;2681632;318493;318517
Trypanosomatidae,5654,147,1188,cellular organisms;Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosomatidae,cellular root;domain;clade;phylum;class;subclass;order;family,131567;2759;2611352;33682;5653;2704647;2704949;5654
Tubulinea.U.family,555369,2,2,cellular organisms;Eukaryota;Amoebozoa;Tubulinea,cellular root;domain;clade;phylum,131567;2759;554915;555369
Tubulinea_X.U.family,555369,121,492,cellular organisms;Eukaryota;Amoebozoa;Tubulinea,cellular root;domain;clade;phylum,131567;2759;554915;555369
Tubulinea_XXXX,555369,7,15,cellular organisms;Eukaryota;Amoebozoa;Tubulinea,cellular root;domain;clade;phylum,131567;2759;554915;555369
Turbellaria.U.family,166384,153,634,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Turbellaria,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;class,131567;2759;33154;33208;6072;33213;33317;2697495;1206795;6157;166384
Ulvales-relatives_X,NA,55,176,,,
Urotrichidae,457377,38,128,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Prostomatea;Prorodontida;Urotrichidae,cellular root;domain;clade;clade;phylum;subphylum;class;order;family,131567;2759;2698737;33630;5878;431838;6000;6001;457377
Ustilaginomycetes,5257,69,166,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Ustilaginomycotina;Ustilaginomycetes,cellular root;domain;clade;kingdom;subkingdom;phylum;subphylum;class,131567;2759;33154;4751;451864;5204;452284;5257
Ustilaginomycotina.U.family,452284,43,1134,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Ustilaginomycotina,cellular root;domain;clade;kingdom;subkingdom;phylum;subphylum,131567;2759;33154;4751;451864;5204;452284
Vampyrellida.U.family,1367446,315,1110,cellular organisms;Eukaryota;Sar;Rhizaria;Endomyxa;Vampyrellida,cellular root;domain;clade;clade;phylum;order,131567;2759;2698737;543769;2604748;1367446
Vampyrellidae,325674,10,18,cellular organisms;Eukaryota;Sar;Rhizaria;Endomyxa;Vampyrellida;Vampyrellidae,cellular root;domain;clade;clade;phylum;order;family,131567;2759;2698737;543769;2604748;1367446;325674
Vannellidae,95227,56,94,cellular organisms;Eukaryota;Amoebozoa;Discosea;Flabellinia;Vannellidae,cellular root;domain;clade;phylum;class;family,131567;2759;554915;555280;1485085;95227
Ventrifissuridae,1938506,9,9,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Thecofilosea;Ventricleftida;Ventrifissuridae,cellular root;domain;clade;clade;phylum;class;order;family,131567;2759;2698737;543769;136419;1004930;1938500;1938506
Vermamoebidae,NA,46,155,,,
WIM80-lineage,NA,173,656,,,
Xcellidae,2759735,19,22,cellular organisms;Eukaryota;Sar;Alveolata;Perkinsozoa;Perkinsea;Perkinsida;Xcellidae,cellular root;domain;clade;clade;phylum;clade;order;family,131567;2759;2698737;33630;2497438;27997;27998;2759735
Zoopagomycota.U.family,3701,1,2,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;malvids;Brassicales;Brassicaceae;Camelineae;Arabidopsis,cellular root;domain;kingdom;phylum;subphylum;clade;clade;clade;clade;class;clade;clade;clade;clade;clade;clade;order;family;tribe;genus,131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91836;3699;3700;980083;3701
Zoopagomycota_XX,32281,27,72,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Diptera;Brachycera;Muscomorpha;Eremoneura;Cyclorrhapha;Schizophora;Acalyptratae;Ephydroidea;Drosophilidae;Drosophilinae;Drosophilini;Drosophila;Drosophila,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;clade;clade;subphylum;class;clade;subclass;infraclass;cohort;order;suborder;infraorder;clade;clade;no rank;no rank;superfamily;family;subfamily;tribe;genus;subgenus,131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7147;7203;43733;480118;480117;43738;43741;43746;7214;43845;46877;7215;32281
